product_image;predicted_label
HTB1kUY0IVXXXXc9XXXXq6xXFXXXu.jpg;non_rotary_shaver
H6ce61f15be164ce3a81e08f4e600999aH.jpg;spindle_drive_shaver
HTB1tfx3NAvoK1RjSZFDq6xY3pXak.jpg;not_shaver_related
HTB1IPrvclGE3KVjSZFhq6AkaFXaO.jpg;spindle_drive_shaver
HTB1EPylKkvoK1RjSZFN763xMVXab.png_300x300.png;central_drive_shaver_not_alike
Hb7ab5ad985c94aa99081501c02d428e9w.jpg;central_drive_shaver_not_alike
H3e9e68ca7c9b4f37a280abe44e845125c.jpg;non_rotary_shaver
H590ed73f1560490facf20a40ab2a54e9R.jpg;spindle_drive_shaver
H82aee5d2c09745eeb5ad80f550e92fabX.jpg;spindle_drive_shaver
Hb4a0492864604b8bbf543b2d9da4c65bE.jpg;non_rotary_shaver
H69993f0e0628404b8184c554948fccebi.jpg;not_shaver_related
H87cc56c244a0482784192c9c719cadf1M.jpg;central_drive_shaver_not_alike
He7be45b63a304ee5bfc002c8b1bb0605c.jpg;spindle_drive_shaver
HTB1.3.4EkKWBuNjy1zjq6AOypXaP.jpg;non_rotary_shaver
H803813e03b294c8e858bf6ad0ce0843ew.jpg;non_rotary_shaver
H80dd17b45e294feea47451094f24e23dw.jpg;not_shaver_related
H28054d66c3f94ab4b065a66cb4d61736r.jpg;spindle_drive_shaver
Hd3a5c541f2474da7b38fc5256cf92aa4O.jpg;infr_st2d_wk_57
H182358330a37495d80761fc698c7bb28m.jpg;central_drive_shaver_not_alike
U9a5b4923854446ee894280dc9861a984U.jpg;non_rotary_shaver
Hfac3dc511070424a9f700486d956260aC.jpg;non_rotary_shaver
HTB19zoCPNYaK1RjSZFnq6y80pXa9.jpg;not_shaver_related
H6c126b9292f74f439e7d01c11142a561S.jpg;not_shaver_related
Hbb1fd4fa3b9a4aa4bd0356553502ac36c.jpg;central_drive_shaver_not_alike
H17c1b7a0dc8e4a599033d0594ef2d590a.jpg;central_drive_shaver_not_alike
HTB1jUI2dxiH3KVjSZPfq6xBiVXac.jpg;spindle_drive_shaver
H8cfcdb28bf3b4dae98b658f48269c1f82.png_300x300.png;not_shaver_related
Hddb793529d9042eca1fed79232c4b424i.png_300x300.png;non_rotary_shaver
H1238d1c5b99b45f5bcd9aa892f47c9e8J.jpg;spindle_drive_shaver
H540241ace6594df5853e17436e385628X.jpg;non_rotary_shaver
H1f4eabe35a61486490659fc681edeb32J.png_300x300.png;non_rotary_shaver
HTB1VIITv5QnBKNjSZFm763ApVXa2.png_300x300.png;spindle_drive_shaver
HTB1vwQHfAKWBuNjy1zjq6AOypXaP.jpg;central_drive_shaver_not_alike
U66e3769a468c43d29ceef7edf349735dO.jpg;infr_st3d_ar
U65c92bc0704b4090a00ffcf5f34d5a67j.jpg;infr_st3d_ar
H967189c7888a4f609753ac711e09f748O.jpg;spindle_drive_shaver
H071670943d3b48dcb9acae71d490e15ff.jpg;central_drive_shaver_not_alike
H4439cd92f97145f2b677e024b079da0dM.jpg;not_shaver_related
HTB1GVm3bNuTBuNkHFNRq6A9qpXaA.jpg;non_rotary_shaver
H767f3e018f01440dadde8765376f43cfo.jpg;not_shaver_related
HTB1fmQ0bcrrK1RjSspaq6AREXXaL.jpg;central_drive_shaver_not_alike
Hbeff59fea4e94c349fb3d499c1fb75e8M.jpg;not_shaver_related
Hff6952d49cb047869eea9721219d341a1.png_300x300.png;not_shaver_related
Hec434edbe1e2478fbb7723d8215387f4d.jpg;spindle_drive_shaver
U69e3604cce9e4e7fa70fd585c202d20ag.jpg;non_rotary_shaver
HTB1UKVZaEjrK1RkHFNRq6ySvpXay.jpg;non_rotary_shaver
He53701f300054c70804ffe3e462f65aez.jpg;spindle_drive_shaver
HTB1VOidXx_rK1RkHFqDq6yJAFXah.jpg;infr_st3d_ar
H6e3900664fbd4a609598bb77d7dde5c4x.jpg;non_rotary_shaver
HTB1nGF_hk9WBuNjSspeq6yz5VXaP.jpg;non_rotary_shaver
HTB1uZFlh29TBuNjy1zbq6xpepXaI.jpg;non_rotary_shaver
HTB1t8N1cpzqK1RjSZFCq6zbxVXaY.jpg;non_rotary_shaver
HTB19AkVXe6sK1RjSsrbq6xbDXXaw.jpg;non_rotary_shaver
HTB1bA3Ea7H0gK0jSZPiq6yvapXaj.jpg;non_rotary_shaver
HTB1.NcxX4YaK1RjSZFnq6y80pXa0.jpg;non_rotary_shaver
H1a610fb389904b13891f71814b1735b2i.jpg;central_drive_shaver_not_alike
H3f3145ff8ac74a4a8ecca1ac6c59052bl.jpg;central_drive_shaver_not_alike
HTB1PvlXs1uSBuNjy1Xcq6AYjFXae.jpg;not_shaver_related
H1bb45dfa98074f00b52aab689f858e01f.jpg;spindle_drive_shaver
Hc34e779751634d3eb9918f4dc67e6a343.jpg;not_shaver_related
HTB1Sj1Ug.OWBKNjSZKzq6xfWFXaX.jpg;not_shaver_related
Hb8808c6af813466fb95b129b3c75c2692.jpg;spindle_drive_shaver
Hc99808fe9f1b49dfae6366fa111d0ba4Z.jpg;spindle_drive_shaver
Hdcd4f389d08b4e15bed08f2b66c1f3edd.jpg;spindle_drive_shaver
H62a6753920bf42cdb9f52d0847eee774q.jpg;spindle_drive_shaver
Ud65b7fadf603446c829c72c0f8d849702.jpg;spindle_drive_shaver
H04dd0c43dcca4a72b2789c60d4f02cbaG.jpg;non_rotary_shaver
HTB1XuhDXaLN8KJjSZFK7627NVXaU.png_300x300.png;non_rotary_shaver
Hf4c6cae66a5248c49bbbc8c9ab5ca1aaC.jpg;non_rotary_shaver
HTB1XfFne0cnBKNjSZR0q6AFqFXaO.jpg;not_shaver_related
H02ffdae21b0c4b04990e48b2010388c45.jpg;spindle_drive_shaver
HTB1pOn4LpXXXXXOapXXq6xXFXXXS.jpg;not_shaver_related
HTB1Qv8XaScqBKNjSZFgq6x_kXXai.jpg;central_drive_shaver_not_alike
H3ad5ac8d0cd744bda578d83c006793f5T.jpg;spindle_drive_shaver
Ha6ec6a2657624414b24a93b6825d4da5n.jpg;infr_st2d_wk_57
Hce591302b9f24292bfd45936a98cc3f4o.jpg;not_shaver_related
H92e0e5f76e874d75ba7b01a2b0b284268.jpg;not_shaver_related
Hd61bbef7e25e42c8aec37c3eda5e72d44.jpg;not_shaver_related
H4f294b49b21d4c05b6233f41703b1700K.jpg;non_rotary_shaver
H52f192f2a1304d18adb226ea6a41e2a86.jpg;non_rotary_shaver
H0aebae4bba764ff5afcf803975968805O.jpg;non_rotary_shaver
HTB1biaqFL5TBuNjSspcq6znGFXaC.jpg;infr_st2d_wk_57
HTB1eG.nFAKWBuNjy1zjq6AOypXau.jpg;non_rotary_shaver
H0491687f5fa340dab6a4c211fa6b74c9D.jpg;not_shaver_related
H9964645ff41944199ecbde11156ef4beL.jpg;not_shaver_related
Hc9d86fcbdf454e109262098fc44d6b62a.jpg;not_shaver_related
HTB1B.RHOHPpK1RjSZFFq6y5PpXat.jpg;not_shaver_related
H91a11e37f0c245e58de788f1aff6998aX.jpg;spindle_drive_shaver
HTB1LMgWbcTxK1Rjy0Fgq6yovpXaO.jpg;non_rotary_shaver
HTB1cYWzazDuK1RjSszdq6xGLpXaL.jpg;non_rotary_shaver
HTB12rCzasrrK1RjSspaq6AREXXai.jpg;non_rotary_shaver
Hac12a332769f45c399fc7af5f0d67a70J.png_300x300.png;not_shaver_related
H6d0cefb272134f6699a56af9f21ee711b.jpg;not_shaver_related
H552ed4d5407240779ba47b5fb891fb3dA.jpg;non_rotary_shaver
Hf99242ca716d4a39a795946fc9692ed5e.jpg;non_rotary_shaver
HTB1DXnii5CYBuNkHFCcq6AHtVXad.jpg;non_rotary_shaver
U7de14c201ee44078bfb918d78df0577cm.png_300x300.png;spindle_drive_shaver
H6356c9c73400485ea7fad6391d06fd9bo.jpg;shaving_heads_only
H8e161b1a97524f64a5943cd658ff1998I.jpg;non_rotary_shaver
H61a0d8c911a84c9b8cfcb7add7954695h.jpg;non_rotary_shaver
H2542b88d51ca4ecab5f44f4a3eee21ccD.jpg;non_rotary_shaver
H3344cfa5e0d44510bd7bbe1ef3a20c7bE.jpg;non_rotary_shaver
H4c81682b0f6a44399d7d1d65edd140c6y.jpg;non_rotary_shaver
H625ed180159141e28107e40e011b3d0eV.jpg;non_rotary_shaver
HTB1rwaRfdHO8KJjSZFH762WJFXaQ.png_300x300.png;non_rotary_shaver
HTB1LHDkeMoQMeJjy1Xaq6ASsFXaR.jpg;spindle_drive_shaver
Hfbfe52670a8c4b21b154b7c2456ef3b1M.jpg;non_rotary_shaver
H874b4bb13f1f44168505f1440f9d90abn.jpg;non_rotary_shaver
HTB1D4Ftux1YBuNjy1zcq6zNcXXa8.jpg;not_shaver_related
H03ad0844b907460b902b8243f2250231e.jpg;non_rotary_shaver
H2782f485cae74dd6b6a635959426a56dR.jpg;non_rotary_shaver
H5a07492cc3ba4d3fbcfe1e06ac747dc5F.jpg;non_rotary_shaver
H50326ad6bda447ecab40384b2857bbd5K.jpg;not_shaver_related
Hbeb8bae33dc34b969ec8feb21b3d2c6bL.jpg;non_rotary_shaver
HLB17sgmQ3HqK1RjSZFkq6x.WFXaQ.jpg;not_shaver_related
H320287dd564f4713b998e9f6560dfd9fG.jpg;not_shaver_related
HTB1tY3NJH1YBuNjSszhq6AUsFXa4.jpg;not_shaver_related
H1e58a642c9624cc0b4d9d416fcdad0640.jpg;non_rotary_shaver
H03c399af805f4948af0849a496b8ae8d6.png_300x300.png;spindle_drive_shaver
H38df2d8976d64031830181e4bbd2057bZ.jpg;not_shaver_related
Hc93c6b7ae21342aabbe1779aa4146ccdk.jpg;not_shaver_related
HTB1n70acQOWBuNjSsppq6xPgpXaO.jpg;spindle_drive_shaver
HTB1DWKIffjM8KJjSZFy760dzVXaK.png_300x300.png;non_rotary_shaver
H27b732313a834664a6bb2a45d5679e2eY.jpg;non_rotary_shaver
HTB1KUw.KeuSBuNjSsziq6zq8pXaz.jpg;not_shaver_related
HTB1U80ldIfpK1RjSZFOq6y6nFXa2.jpg;non_rotary_shaver
HLB1pyKdSY2pK1RjSZFsq6yNlXXaP.jpg;not_shaver_related
H15f855b9f69b42d18a9980ac39fdae66o.jpg;spindle_drive_shaver
HTB1p3cSLZfpK1RjSZFOq6y6nFXan.jpg;non_rotary_shaver
H542d5b6beeaf41f4bc91a21f9f53ded7J.jpg;non_rotary_shaver
HTB1l98pXffsK1RjSszbq6AqBXXaS.jpg;not_shaver_related
H55b24c8fea2546a291687825012950f5a.jpg;non_rotary_shaver
Hf85d51af98f1454e99c7f0d3f98d47844.jpg;non_rotary_shaver
HTB1bRI7nDvI8KJjSspjq6AgjXXaa.jpg;non_rotary_shaver
H508d98d85c424e4992a0313eb5fad18dX.jpg;not_shaver_related
H92a11440d4374706be5d21410e4295b1S.jpg;spindle_drive_shaver
H35a7744fad12495b8538e9cf6049a111Q.jpg;non_rotary_shaver
H072c4d11cd074bbf993600e1bbba4b01v.jpg;not_shaver_related
HTB1a0rBoTZmx1VjSZFGq6yx2XXaA.jpg;central_drive_shaver_not_alike
H72b9a1df0c79431aa4e63dff1622be9eV.jpg;not_shaver_related
H9a6ef0f5df8d484cace2fb96c560ea52w.jpg;non_rotary_shaver
H5d92cb00b15b4752b108b4af1c6f9bdcv.jpg;not_shaver_related
H705353db4eaf43b7b765d0efb1d4a36co.jpg;spindle_drive_shaver
H598b376099c44762b366cab9e844a1feR.jpg;non_rotary_shaver
H737a9b7fd7ed4c4780f644b8a050d7a9v.jpg;not_shaver_related
HTB1SG18aE_rK1Rjy0Fcq6zEvVXaT.jpg;infr_st3d_ar
H01d313d590964a039efa1b1c8c57c6a7I.png_300x300.png;non_rotary_shaver
HTB1A.tPdLWG3KVjSZPcq6zkbXXaL.jpg;not_shaver_related
HTB1t37KmRjTBKNjSZFNq6ysFXXar.jpg;not_shaver_related
HTB17h8NIMmTBuNjy1Xbq6yMrVXaH.jpg;non_rotary_shaver
Hf2fdaa3c8bbe491996ef3e689e49c5fcK.jpg;non_rotary_shaver
H8848b1616a16448f8a9b3d7cf38bacfei.jpg;non_rotary_shaver
H5f4d11e49329420fa083cd3b7fc2b59fg.jpg;spindle_drive_shaver
H56034e96e6bd4598a1f9a660a0b69c3eo.jpg;non_rotary_shaver
Hc50720aadc8a4aa898254c0c700a0a80W.jpg;non_rotary_shaver
Hca853c001b104ad2a3ce7acd6168afbcM.jpg;non_rotary_shaver
HTB1cTACdiCYBuNkHFCcq6AHtVXah.jpg;not_shaver_related
H5f0475fb9c274f168b1a3c59466d4b70M.jpg;non_rotary_shaver
Hfefe29c6538e497ca5eca338598c0727q.jpg;spindle_drive_shaver
He70662756ad44010bd7f936e8b29d6b5M.jpg;non_rotary_shaver
H440099acceb0411eadf8db7738ac4ea68.jpg;non_rotary_shaver
Hfa4c9b34aafe43f09405e20bf38304f90.jpg;not_shaver_related
HTB1xE2Id43IL1JjSZPfq6ArUVXaV.jpg;non_rotary_shaver
H96643e5d024a4f719159d31902176708O.jpg;shaving_heads_only
